"FIRE_NUM,C,25","FIRE_YEAR,N,4,0","RSPNCE_TYP,C,200","IGNITN_DT,D","FIREOUT_DT,D","STATUS,C,30","FIRE_CAUSE,C,10","FIRE_CENTR,N,10,0","ZONE,N,10,0","FIRE_ID,N,10,0","GEOGRAPHIC,C,254","LATITUDE,N,11,4","LONGITUDE,N,11,4","CURRENT_SZ,N,9,3","FIRE_LINK,C,254"
G41517,2023,Monitor,07/10/2023,,Out of Control,Lightning,4,4,1517,Holy Cross Lake,53.6892,-125.0707,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41517
C51648,2023,,07/13/2023,07/14/2023,Out,Lightning,7,5,1648,E of Charlotte Lake,52.2203,-125.2764,1.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51648
R11558,2023,,07/11/2023,07/19/2023,Out,Lightning,3,1,1558,2km NE of Craig Lake,54.0803,-125.3551,3.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11558
R31460,2023,Monitor,07/09/2023,,Being Held,Lightning,3,3,1460,Driftwood Creek,54.9008,-126.8883,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31460
K52031,2023,,07/21/2023,,Being Held,Person,5,5,2031,Gilser Brook,49.6343,-119.6109,1.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52031
V81938,2023,,07/20/2023,,Out of Control,Lightning,2,8,1938,Jacklah River,49.6099,-126.1125,35,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81938
N50396,2023,,05/19/2023,05/28/2023,Out,Lightning,6,5,396,Goat Canyon Creek,49.9762,-117.76,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50396
C11767,2023,,07/15/2023,07/16/2023,Out,Lightning,7,1,1767,S of Sardine Creek,52.829,-122.2172,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11767
G71672,2023,Full,07/13/2023,,Under Control,Lightning,4,7,1672,Upper Rocky FSR,55.3182,-121.8229,1.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71672
C50191,2023,,05/03/2023,05/04/2023,Out,Person,7,5,191,W of Lodge Creek,52.4651,-125.3142,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50191
K71658,2023,Modified,07/13/2023,,Out of Control,Lightning,5,7,1658,Tommy Creek,50.8034,-122.5329,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71658
K52109,2023,,07/22/2023,,Being Held,Lightning,5,5,2109,E of Peachland Creek,49.7685,-119.8143,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52109
G12094,2023,,07/22/2023,,Being Held,Lightning,4,1,2094,West of Buckhorn Lake,53.7497,-122.5618,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12094
C41945,2023,,07/20/2023,07/22/2023,Out,Lightning,7,4,1945,5.4km SE China Gulch,51.326,-122.1053,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41945
V30948,2023,Full,06/26/2023,06/29/2023,Out,Lightning,2,3,948,16 Mile Creek,50.1822,-122.9666,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30948
G12078,2023,,07/21/2023,,Out of Control,Lightning,4,1,2078,Firth Creek,54.7915,-122.6952,3.08,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12078
V11152,2023,,07/05/2023,,Fire of Note,Person,2,1,1152,0.5 km N Davis Lake,49.3115,-122.2438,150,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11152
K41353,2023,Monitor,07/07/2023,07/19/2023,Out,Lightning,5,4,1353,Garnet Ridge,50.7613,-118.4939,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41353
K41815,2023,,07/17/2023,07/18/2023,Out,Unknown,5,4,1815,Bolean Lake Road,50.4701,-119.474,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41815
N72149,2023,,07/22/2023,,Out of Control,Unknown,6,7,2149,Abrahamson Creek,50.5178,-117.3858,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72149
K21979,2023,,07/20/2023,07/20/2023,Out,Lightning,5,2,1979,Fraser Lake,50.3801,-120.3254,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21979
K21620,2023,,07/12/2023,,Out of Control,Lightning,5,2,1620,Lower East Adams Lake,51.0114,-119.6968,320,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21620
C51919,2023,,07/19/2023,,Under Control,Lightning,7,5,1919,2.3km W of Two Lake,52.2696,-123.5857,27,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51919
C50811,2023,Full,06/16/2023,06/27/2023,Out,Person,7,5,811,W of Stone IR Lagoon Access Rd,51.9234,-123.1186,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50811
VA0784,2023,,06/14/2023,06/14/2023,Out,Person,2,10,784,Assanany Creek,52.4422,-126.3352,0.09,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA0784
V10331,2023,,05/15/2023,05/17/2023,Out,Person,2,1,331,NW of Pierce Lake,49.0862,-121.6783,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10331
K52065,2023,,07/21/2023,,Out of Control,Lightning,5,5,2065,Upper Bald Range Creek,50.067,-119.518,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52065
G91662,2023,Monitor,07/13/2023,,Out of Control,Lightning,4,9,1662,5km SW of Thinahtea Creek,59.6037,-120.5495,848,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91662
C11045,2023,,07/01/2023,07/01/2023,Out,Lightning,7,1,1045,1.4km E of Pantage Lake,53.2044,-123.0517,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11045
V81044,2023,,07/01/2023,07/05/2023,Out,Person,2,8,1044,Filberg Creek,49.8308,-125.6289,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81044
G91358,2023,Monitor,07/08/2023,,Out of Control,Lightning,4,9,1358,Sahdoanah Creek S of Yeka Lake,59.487,-121.005,50,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91358
G42023,2023,Full,07/21/2023,07/22/2023,Out,Lightning,4,4,2023,4 Miles W of Dog Creek,54.2969,-124.3701,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G42023
C21331,2023,,07/08/2023,07/08/2023,Out,Lightning,7,2,1331,1.6km SW of Cariboo Bill Lake,52.1763,-121.9596,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21331
G70759,2023,Monitor,06/12/2023,07/06/2023,Out,Lightning,4,7,759,Nekik Mountain,54.302,-120.243,23.28,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70759
V81802,2023,,07/17/2023,,Out of Control,Lightning,2,8,1802,W Phillips Arm,50.4896,-125.3837,60,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81802
N11908,2023,Full,07/19/2023,,Under Control,Lightning,6,1,1908,Gilnockie Creek,49.0656,-115.621,2.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11908
R30248,2023,,05/08/2023,05/08/2023,Out,Person,3,3,248,Round Lake,54.6468,-126.9287,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30248
G70644,2023,Full,06/06/2023,,Under Control,Lightning,4,7,644,Peavine Creek,55.3792,-120.0827,4427,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70644
R21609,2023,,07/12/2023,,Being Held,Unknown,3,2,1609,6.5km NE of Tochcha Lake,55.0409,-125.8943,168,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21609
R41594,2023,,07/12/2023,,Being Held,Lightning,3,4,1594,Kitsuns Creek,54.9795,-127.8425,0.003,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41594
G51542,2023,Full,07/11/2023,,Out of Control,Lightning,4,5,1542,Ocock Lake,54.6262,-124.0031,30,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51542
V90513,2023,,05/27/2023,05/31/2023,Out,Person,2,9,513,S of Hyde Creek,50.5578,-127.0395,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V90513
R91774,2023,,07/16/2023,,Under Control,Unknown,3,9,1774,1km S Nakina River,59.1154,-132.885,0.7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R91774
G91675,2023,Monitor,07/13/2023,,Out of Control,Lightning,4,9,1675,S Tooga Lake,59.0566,-120.6685,162,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91675
G90288,2023,Modified,05/13/2023,,Out of Control,Lightning,4,9,288,Hossitl Creek,59.9636,-120.9866,189248.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90288
V72045,2023,,07/21/2023,,Under Control,Person,2,7,2045,South Haslam Creek,49.0446,-123.8804,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V72045
R11490,2023,Full,07/10/2023,07/15/2023,Out,Unknown,3,1,1490,1km N of Maxam Lake,54.33,-126.11,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11490
R32054,2023,,07/21/2023,,Out of Control,Lightning,3,3,2054,1.5 km W of Owens Creek,54.9046,-127.3629,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R32054
R40178,2023,Full,05/03/2023,05/03/2023,Out,Person,3,4,178,Anderson Flats,55.2488,-127.6706,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R40178
C50904,2023,Full,06/24/2023,06/26/2023,Out,Lightning,7,5,904,5km E of Morrison Meadow Road,52.409,-124.9241,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50904
R21229,2023,,07/07/2023,07/15/2023,Out,Lightning,3,2,1229,3Miles SW of Nadina Lake,53.8773,-127.1777,0.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21229
K71218,2023,,07/07/2023,07/12/2023,Out,Lightning,5,7,1218,Nesikep Creek,50.5108,-121.763,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71218
G32059,2023,Full,07/21/2023,07/22/2023,Out,Lightning,4,3,2059,Crooked Creek,52.9013,-119.2705,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G32059
K71705,2023,Modified,07/14/2023,,Out of Control,Lightning,5,7,1705,Lean-to Creek,50.3047,-121.8258,154,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71705
R31580,2023,Monitor,07/11/2023,,Being Held,Lightning,3,3,1580,N/E Babine Rec Park,55.0347,-126.9477,2.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31580
G71716,2023,Full,07/14/2023,07/15/2023,Out,Lightning,4,7,1716,Flatbed Creek,55.1135,-121.0078,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71716
C31958,2023,,07/20/2023,,Out of Control,Lightning,7,3,1958,W of Crooked Lake,52.2733,-120.7642,1.31,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31958
R11170,2023,,07/06/2023,,Under Control,Lightning,3,1,1170,Chief Road,53.6375,-125.9216,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11170
G30570,2023,Full,06/02/2023,06/03/2023,Out,Person,4,3,570,Yellowhead Lake,52.8597,-118.5604,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30570
VA1462,2023,,07/09/2023,,Out of Control,Lightning,2,10,1462,2.7 KM SW of Elbow Lake,52.0616,-125.7398,414,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1462
C11437,2023,Full,07/09/2023,,Fire of Note,Lightning,7,1,1437,2.5km N of Pelican Lake,53.296,-123.6686,3876,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11437
V31207,2023,,07/07/2023,07/08/2023,Out,Lightning,2,3,1207,N of Lillooet River,50.5975,-123.283,0.15,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31207
K70951,2023,,06/27/2023,06/28/2023,Out,Unknown,5,7,951,Stein Mountain,50.3303,-121.67,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K70951
V11198,2023,,07/07/2023,07/10/2023,Out,Lightning,2,1,1198,Silver Lake,49.3114,-121.4186,1.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11198
VA1392,2023,,07/09/2023,,Under Control,Lightning,2,10,1392,0.6KM NE of Mosher Creek,52.4635,-125.9786,0.52,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1392
G51758,2023,Full,07/16/2023,,Being Held,Lightning,4,5,1758,Cunningham Lake,54.564,-125.3615,3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51758
V80574,2023,,06/02/2023,06/10/2023,Out,Person,2,8,574,Shoal Bay,50.4594,-125.3602,1.25,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80574
K71809,2023,Full,07/16/2023,07/17/2023,Out,Lightning,5,7,1809,Cinquefoil Creek,50.5904,-121.8216,0.001,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71809
G12085,2023,,07/21/2023,,Out of Control,Unknown,4,1,2085,South Misinka River,54.569,-121.852,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12085
C31684,2023,,07/14/2023,,Out of Control,Lightning,7,3,1684,Modified Response: 5.2km E of Wartig Lake,52.5704,-120.4943,4.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31684
G11786,2023,,07/16/2023,07/18/2023,Out,Unknown,4,1,1786,,53.7303,-122.8505,0,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11786
K71325,2023,,07/08/2023,07/20/2023,Out,Lightning,5,7,1325,Upper Lost Valley Creek,50.6325,-122.3645,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71325
G50912,2023,Full,06/25/2023,,Out of Control,Lightning,4,5,912,Driftwood River,55.7693,-126.3755,605.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50912
R11238,2023,,07/07/2023,,Out of Control,Lightning,3,1,1238,Ramsey Creek,54.0775,-126.1776,190,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11238
C51974,2023,,07/20/2023,,Out of Control,Unknown,7,5,1974,2.3km SE of Chilko River,52.0647,-123.4955,170,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51974
N50766,2023,,06/13/2023,06/19/2023,Out,Lightning,6,5,766,Incomappleux River,50.9632,-117.5692,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50766
G11889,2023,Full,07/19/2023,07/20/2023,Out,Lightning,4,1,1889,Mount Chingee,54.9873,-122.8818,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11889
G12006,2023,Full,07/21/2023,,Being Held,Lightning,4,1,2006,Hoodoo Lake,54.2054,-123.1362,0.09,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12006
G40324,2023,Full,05/15/2023,07/21/2023,Out,Lightning,4,4,324,Milligan Lake,53.9523,-124.5199,142.68,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40324
G80864,2023,Full,06/23/2023,07/12/2023,Out,Lightning,4,8,864,Alexander Creek,56.7563,-121.8925,7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80864
G12073,2023,,07/21/2023,,Out of Control,Lightning,4,1,2073,Narrow Lake,53.5457,-121.8849,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12073
K40416,2023,Monitor,05/20/2023,06/08/2023,Out,Lightning,5,4,416,Currie Creek,50.3043,-118.461,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40416
R10368,2023,Full,05/18/2023,05/19/2023,Out,Person,3,1,368,0.5km up Oosta-Nadina Rd,53.8073,-126.0482,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R10368
R51266,2023,,07/07/2023,07/20/2023,Out,Unknown,3,5,1266,S of Bouder Ck,55.2806,-128.9332,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51266
G91722,2023,Monitor,07/15/2023,,Out of Control,Lightning,4,9,1722,Capot-Blanc Creek,59.4356,-123.7345,42,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91722
R41519,2023,,07/10/2023,07/10/2023,Out,Lightning,3,4,1519,0.3km S Date Creek,55.3891,-127.7033,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41519
G80220,2023,Full,05/05/2023,,Under Control,Person,4,8,220,Boundary Lake,56.2688,-119.9301,6422.17,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80220
R11172,2023,,07/06/2023,,Under Control,Lightning,3,1,1172,SE side Chief Road,53.6611,-125.958,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11172
R11176,2023,Full,07/06/2023,07/06/2023,Out,Lightning,3,1,1176,Skins Dome,53.7501,-125.9026,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11176
G90808,2023,Full,06/16/2023,06/17/2023,Out,Lightning,4,9,808,Beaver Creek,58.3005,-122.6393,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90808
R11244,2023,,07/07/2023,,Fire of Note,Lightning,3,1,1244,Tintagel,54.2352,-125.6435,8332,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11244
N61899,2023,Full,07/19/2023,07/21/2023,Out,Lightning,6,6,1899,Jewel Creek,49.1405,-118.6282,0.22,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N61899
C21272,2023,Full,07/08/2023,07/11/2023,Out,Lightning,7,2,1272,S of Sheridan Creek,52.4341,-122.2314,0.05,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21272
K22004,2023,,07/21/2023,07/22/2023,Out,Lightning,5,2,2004,Wild Horse Mountain,50.5278,-120.1955,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22004
G51411,2023,Full,07/09/2023,,Being Held,Lightning,4,5,1411,Albert Lake,55.3288,-125.3514,466.92,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51411
G82155,2023,,07/22/2023,,Out of Control,Lightning,4,8,2155,,56.6329,-121.4602,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G82155
K71317,2023,,07/08/2023,07/10/2023,Out,Lightning,5,7,1317,Lochore Creek,50.5578,-121.6939,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71317
G61186,2023,Monitor,07/07/2023,,Out of Control,Lightning,4,6,1186,Weasel Creek,56.0769,-123.1569,12,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61186
V31049,2023,Full,06/30/2023,07/02/2023,Out,Person,2,3,1049,Squamish Valley FSR 20km,50.0716,-123.3368,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31049
V10313,2023,,05/14/2023,06/02/2023,Out,Person,2,1,313,2km E of Davis Lake,49.3036,-122.2179,19.23,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10313
G91355,2023,Monitor,07/08/2023,,Out of Control,Lightning,4,9,1355,Tight Fit Lake,59.669,-122.625,350,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91355
G11618,2023,Full,07/12/2023,,Under Control,Lightning,4,1,1618,4km NW of Cleswuncut Lake,53.3731,-123.1638,39.7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11618
C11765,2023,,07/16/2023,07/17/2023,Out,Person,7,1,1765,1km SW of Little Swift River,52.9489,-121.63,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11765
C21231,2023,Full,07/07/2023,07/07/2023,Out,Lightning,7,2,1231,2km S of Till Lake,52.016,-122.3617,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21231
G80280,2023,Full,05/12/2023,,Fire of Note,Lightning,4,8,280,Donnie Creek,57.6187,-122.0123,583153,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80280
R11546,2023,Full,07/11/2023,,Out of Control,Lightning,3,1,1546,Allen Creek,54.1573,-126.1032,138,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11546
K52141,2023,,07/22/2023,,Out of Control,Lightning,5,5,2141,Denike Creek,49.5654,-119.8905,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52141
C11407,2023,,07/09/2023,,Out of Control,Lightning,7,1,1407,3.5km W of Pan Creek,52.7675,-125.0495,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11407
G41848,2023,Full,07/17/2023,,Under Control,Lightning,4,4,1848,Circum Lake,54.1939,-124.1163,1.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41848
K22018,2023,,07/21/2023,,Under Control,Unknown,5,2,2018,Lower Lyons Lake 2,50.8779,-120.19,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22018
R51555,2023,,07/11/2023,,Being Held,Lightning,3,5,1555,Sterling Mountain,54.9494,-128.8513,207,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51555
G11943,2023,,07/20/2023,,Out of Control,Lightning,4,1,1943,Ptarmigan Creek,53.6573,-121.07,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11943
V61110,2023,,07/03/2023,07/03/2023,Out,Person,2,6,1110,Empress Mountain,48.4656,-123.6738,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V61110
N42102,2023,Modified,07/22/2023,,Out of Control,Lightning,6,4,2102,Castle Mountain,51.0106,-116.3746,2.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42102
R51713,2023,,07/14/2023,,Out of Control,Unknown,3,5,1713,Kitlope River 5,53.069,-127.52,66,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51713
N50763,2023,,06/13/2023,06/29/2023,Out,Lightning,6,5,763,Wee Sandy Creek 2,50.0067,-117.4405,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50763
R21234,2023,,07/07/2023,,Fire of Note,Lightning,3,2,1234,Parrot Lookout,54.0151,-126.384,6758,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21234
K22026,2023,,07/21/2023,,Out of Control,Lightning,5,2,2026,Frisken Creek,50.3543,-120.2387,2.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22026
C11749,2023,,07/15/2023,07/17/2023,Out,Person,7,1,1749,W of Towler Creek,52.7614,-122.1575,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11749
K71634,2023,Modified,07/12/2023,,Out of Control,Lightning,5,7,1634,Stein Mountain,50.3474,-121.7151,20,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71634
G41920,2023,Full,07/19/2023,07/20/2023,Out,Lightning,4,4,1920,2km SE Dormund Lake,53.8852,-124.6027,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41920
R40219,2023,Full,05/05/2023,05/05/2023,Out,Person,3,4,219,Two Mile Creek and Hwy 62,55.264,-127.6244,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R40219
G80881,2023,,06/24/2023,06/26/2023,Out,Lightning,4,8,881,Chichaga River,57.3263,-120.3365,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80881
K42136,2023,,07/22/2023,,Out of Control,Lightning,5,4,2136,Three Valley Mabel,50.6175,-118.7802,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42136
